iter	Logloss
1512	0.1897296603
1513	0.1897093245
1514	0.1896933421
1515	0.1896760428
1516	0.1896612521
1517	0.1896463004
1518	0.1896145308
1519	0.189588751
1520	0.1895713813
1521	0.189553836
1522	0.1895399018
1523	0.1895270131
1524	0.1895114597
1525	0.1895062917
1526	0.1894925902
1527	0.1894788035
1528	0.1894649528
1529	0.1894449879
1530	0.1894300163
1531	0.1894062554
1532	0.1893816532
1533	0.189359427
1534	0.1893476508
1535	0.189323476
1536	0.1893006999
1537	0.1892800363
1538	0.1892618394
1539	0.1892364231
1540	0.1892087853
1541	0.1891928338
1542	0.1891819796
1543	0.1891609499
1544	0.18913654
1545	0.1891184619
1546	0.1891090511
1547	0.189084522
1548	0.1890678977
1549	0.1890485817
1550	0.1890321581
1551	0.1890096061
1552	0.1889910046
1553	0.1889679197
1554	0.1889581666
1555	0.1889338913
1556	0.188921949
1557	0.188897658
1558	0.1888828213
1559	0.1888651126
1560	0.1888508128
1561	0.1888330042
1562	0.188811389
1563	0.1887882548
1564	0.1887676318
1565	0.1887546368
1566	0.1887272402
1567	0.1887025234
1568	0.1886783992
1569	0.1886634183
1570	0.1886430476
1571	0.1885898584
1572	0.1885627689
1573	0.1885426911
1574	0.1885375433
1575	0.1884808403
1576	0.1884706797
1577	0.1884504899
1578	0.1884282102
1579	0.1884030308
1580	0.1883868391
1581	0.1883627353
1582	0.1883420392
1583	0.1883222538
1584	0.1883006576
1585	0.188289695
1586	0.1882780682
1587	0.1882673193
1588	0.1882288398
1589	0.1882134664
1590	0.188185249
1591	0.1881727438
1592	0.1881030655
1593	0.1880772927
1594	0.1880575557
1595	0.1880376346
1596	0.1880152501
1597	0.1879874013
1598	0.1879842771
1599	0.1879743175
1600	0.1879644587
1601	0.1879466562
1602	0.1879312507
1603	0.1878960094
1604	0.1878793787
1605	0.1878591634
1606	0.1878384835
1607	0.1878207606
1608	0.1877962427
1609	0.187734284
1610	0.1877118435
1611	0.1876917598
1612	0.187671262
1613	0.1876430936
1614	0.1876323286
1615	0.1876037057
1616	0.1875859456
1617	0.1875700951
1618	0.1875449483
1619	0.1875194853
1620	0.1874986172
1621	0.1874759136
1622	0.1874626407
1623	0.1874438513
1624	0.1874153137
1625	0.1873804334
1626	0.1873645979
1627	0.1873401114
1628	0.1873247016
1629	0.1872891408
1630	0.1872709795
1631	0.1872585682
1632	0.1872437174
1633	0.1872259149
1634	0.1872078646
1635	0.1871872358
1636	0.1871712326
1637	0.1871555838
1638	0.187106675
1639	0.1870823999
1640	0.187069545
1641	0.1870579707
1642	0.1870403709
1643	0.1870196564
1644	0.1869993089
1645	0.1869744011
1646	0.1869574471
1647	0.1869362298
1648	0.1869144019
1649	0.1868789882
1650	0.1868631549
1651	0.1868445664
1652	0.1868260815
1653	0.1868001738
1654	0.186790667
1655	0.1867665176
1656	0.1867479333
1657	0.186725315
1658	0.1867067749
1659	0.186689149
1660	0.1866788688
1661	0.1866585906
1662	0.1866439707
1663	0.1865965208
1664	0.1865755756
1665	0.1865575427
1666	0.1865390178
1667	0.1865224469
1668	0.186493489
1669	0.1864691702
1670	0.1864473014
1671	0.1864243726
1672	0.1864052849
1673	0.1863892299
1674	0.1863787951
1675	0.186351816
1676	0.186333435
1677	0.1863145384
1678	0.1862984191
1679	0.18626731
1680	0.1862563677
1681	0.1862358787
1682	0.1862151416
1683	0.1861937316
1684	0.1861703705
1685	0.1861541885
1686	0.1861305738
1687	0.1861104445
1688	0.1860936258
1689	0.1860779139
1690	0.1860579671
1691	0.1860273018
1692	0.1860066228
1693	0.1859818548
1694	0.1859580813
1695	0.1859418278
1696	0.1859254524
1697	0.1859022558
1698	0.1858760977
1699	0.1858629571
1700	0.1858515075
1701	0.1858316822
1702	0.1858056281
1703	0.1857873884
1704	0.185774598
1705	0.1857558143
1706	0.1857485717
1707	0.1857271513
1708	0.1857055079
1709	0.1856790413
1710	0.1856141852
