iter	Logloss
195	0.2517221581
196	0.2515050483
197	0.2513328025
198	0.2512473731
199	0.2511427477
200	0.2508733035
201	0.2507784443
202	0.2506451571
203	0.2505621197
204	0.2504497754
205	0.2503826643
206	0.2501807752
207	0.249997113
208	0.2497543101
209	0.2495378984
210	0.2494781628
211	0.2493150804
212	0.2485509094
213	0.2483112421
214	0.2480645525
215	0.2479873712
216	0.2478657089
217	0.2477773566
218	0.2476677856
219	0.2475457442
220	0.2472744837
221	0.2472126316
222	0.2471050685
223	0.2470333895
224	0.2468662963
225	0.2466130167
226	0.2465404245
227	0.2464456552
228	0.246381327
229	0.2462990124
230	0.2462204346
231	0.2461444104
232	0.2458452836
233	0.2457236523
234	0.2456677224
235	0.2454628562
236	0.2453130472
237	0.2451720333
238	0.2449267591
239	0.2446879627
240	0.2445895181
241	0.2444679792
242	0.2443444671
243	0.2440135756
244	0.2438470138
245	0.2437505136
246	0.2435854618
247	0.2434806018
248	0.2434098415
249	0.2433534655
250	0.2430401416
251	0.2429683514
252	0.2426932416
253	0.2426092927
254	0.2424289581
255	0.2420845733
256	0.2415529928
257	0.2411855706
258	0.2410026377
259	0.2408491357
260	0.2407436575
261	0.2406209752
262	0.2403890093
263	0.2400754945
264	0.2399858597
265	0.2398125032
266	0.2396969641
267	0.2392230614
268	0.2390519502
269	0.2389928103
270	0.2388909484
271	0.238849764
272	0.2387681274
273	0.2387023732
274	0.2386039346
275	0.2385513117
276	0.2384659988
277	0.2383186053
278	0.2382413527
279	0.2381672694
280	0.2381065785
281	0.2375553836
282	0.2374832433
283	0.2373946157
284	0.2372347861
285	0.2371488127
286	0.2370676022
287	0.2369949433
288	0.2369194517
289	0.2368481092
290	0.2367271424
291	0.2366267294
292	0.23651214
293	0.2362562124
294	0.2360307034
295	0.235970326
296	0.2358171266
297	0.2357123124
298	0.2355337571
299	0.2353673969
300	0.2353221677
301	0.2351742817
302	0.2350067712
303	0.2349473489
304	0.2348712943
305	0.2345648101
306	0.2343883807
307	0.2339736133
308	0.2337337424
309	0.2336795836
310	0.2336093949
311	0.2335522029
312	0.2334437432
313	0.2333928377
314	0.2333446144
315	0.2332670948
316	0.2331992144
317	0.2331429446
318	0.2330927703
319	0.2330394649
320	0.2329640751
321	0.2328736543
322	0.2327715809
323	0.2327157262
324	0.2326156528
325	0.2325217705
326	0.2324680463
327	0.2324096728
328	0.2323648712
329	0.2321895607
330	0.2321168812
331	0.2320377799
332	0.2319332184
333	0.2317918655
334	0.2317315266
335	0.2316854631
336	0.2316210845
337	0.2315442636
338	0.2314872151
339	0.2314329323
340	0.2313549876
341	0.2312754875
342	0.2312141146
343	0.2311710367
344	0.2311064645
345	0.2310304391
346	0.2309379973
347	0.2308899212
348	0.2308344132
349	0.2306560139
350	0.2305855729
351	0.2305205229
352	0.2303551062
353	0.2303241041
354	0.230283734
355	0.2302162727
356	0.2301699681
357	0.2301173394
358	0.2300408293
359	0.2299858059
360	0.2299201415
361	0.2297574815
362	0.229575885
363	0.2295414169
364	0.2293801926
365	0.2293191972
366	0.2292616373
367	0.2292125492
368	0.2291607505
369	0.2291006286
370	0.2289820725
371	0.2289231688
372	0.2287352336
373	0.228690593
374	0.2285779162
375	0.2285380873
376	0.228482434
377	0.2284164991
378	0.2282977676
379	0.2282419544
380	0.2281708023
381	0.2281072395
382	0.2280608039
383	0.2280129824
384	0.2279355025
385	0.2278884476
386	0.2278517426
387	0.227778017
388	0.2277120328
389	0.2276686674
390	0.2276185325
391	0.2274526088
392	0.2273794477
393	0.2271502506
394	0.2270978063
395	0.22695856
396	0.2268984411
397	0.2268613227
398	0.2267396746
399	0.2266726641
400	0.2266355272
401	0.2265451407
402	0.2265107103
403	0.2263958963
404	0.2263234231
405	0.2262642667
406	0.2261944877
407	0.2261619914
408	0.2261161524
409	0.2260212414
410	0.225920666
411	0.2257978925
412	0.2257638143
413	0.2257061468
414	0.225659509
415	0.2256031349
416	0.2255610402
417	0.2255125325
418	0.2254685482
419	0.2253867756
420	0.2253358548
421	0.2252819025
422	0.2251867179
423	0.2251410645
424	0.2251066822
425	0.2249447469
426	0.2248685921
427	0.2248063614
428	0.2247539315
429	0.2247128395
430	0.2246592827
431	0.2246085286
432	0.2245651027
433	0.2245369544
434	0.2244572103
435	0.2243738016
436	0.2243278151
437	0.2242721319
438	0.2242113764
439	0.2241728258
440	0.2241192391
441	0.2240740618
442	0.224030755
443	0.2239650178
444	0.2238651545
445	0.2238104672
446	0.2237311677
447	0.2236325228
448	0.2235591724
449	0.2235315482
450	0.2234865446
451	0.2234452279
452	0.2233820151
453	0.2233322402
454	0.2232481833
455	0.2232151162
456	0.2231367336
457	0.2230865495
458	0.2230535558
459	0.2229782534
460	0.2229358008
461	0.2228756222
462	0.2228350208
463	0.2228008164
464	0.2227558904
465	0.2226689505
466	0.2223535212
467	0.2223110975
468	0.2222652497
469	0.2222011381
470	0.2221623258
471	0.2220954455
472	0.2220270665
473	0.221985923
474	0.2219311477
475	0.2218968573
476	0.2218550748
477	0.2218172426
478	0.2217684532
479	0.221717119
480	0.2216552118
481	0.221627922
482	0.221576138
483	0.2215361615
484	0.2214975513
485	0.2214388924
486	0.2214033596
487	0.2213762456
488	0.2213271271
489	0.2212784727
490	0.2212328402
491	0.2211997881
492	0.2211318299
493	0.2210644796
494	0.2210225066
495	0.2209454746
496	0.2209092041
497	0.2208687379
498	0.2208132691
499	0.2207723429
500	0.2207324256
501	0.2206574827
502	0.2206119029
503	0.2205800361
504	0.2205257817
505	0.220471233
506	0.22040622
507	0.2203212192
508	0.2202062739
509	0.2201520642
510	0.2201111672
511	0.2200802408
512	0.2200421021
513	0.220010604
514	0.2199581237
515	0.2198908324
516	0.219846724
517	0.219801133
518	0.2197534122
519	0.2197073235
520	0.2196786094
521	0.2196266448
522	0.2195802897
523	0.2195486518
524	0.2195054875
525	0.2194570347
526	0.2194051317
527	0.2193385867
528	0.2193154287
529	0.2192488668
530	0.2192095108
531	0.2191834462
532	0.2191379383
533	0.2190809634
534	0.2190518253
535	0.2190024746
536	0.2189635989
537	0.2189338213
538	0.2188777821
539	0.2188287149
540	0.2188016096
541	0.2187750388
542	0.2187404804
543	0.218695042
544	0.2186537591
545	0.2185158235
546	0.2184894246
547	0.2184466148
548	0.2183865179
549	0.2183180116
550	0.2182636995
551	0.2182256136
552	0.2181875356
553	0.2181382255
554	0.2181015934
555	0.2180801844
556	0.2179710344
557	0.2179282376
558	0.2178685612
559	0.2178462432
560	0.2178002173
561	0.2177760835
562	0.2177123907
563	0.2176877113
564	0.2176490954
565	0.2175922459
566	0.2175638444
567	0.2174148108
568	0.2173601872
569	0.2173189226
570	0.2172830843
571	0.2172311019
572	0.2171865596
573	0.2170478672
574	0.217002723
575	0.2169671724
576	0.2168881326
577	0.2168406892
578	0.2167117102
579	0.2166820269
580	0.2166490024
581	0.216577416
582	0.2165399516
583	0.2165093702
584	0.2164852045
585	0.2164331253
586	0.216401652
587	0.2163430343
588	0.2162869182
589	0.2162442496
590	0.216218002
591	0.2161478326
592	0.216117559
593	0.2160847579
594	0.2160454271
595	0.2159812071
596	0.2159550792
597	0.215905844
598	0.2158669338
599	0.2158285856
600	0.2157970599
601	0.2157527324
602	0.2157048869
603	0.215666057
604	0.2156127451
605	0.2155823151
606	0.2155502909
607	0.2155264318
608	0.2155026248
609	0.2154766468
610	0.2154441561
611	0.2154048827
612	0.2153685561
613	0.2153241294
614	0.2152818092
615	0.2152508092
616	0.215219589
617	0.2151847806
618	0.2151535588
619	0.2151097363
620	0.2150713263
621	0.2150402776
622	0.2149824255
623	0.2149437392
624	0.2149013647
625	0.2148449206
626	0.2148235942
627	0.2147960408
628	0.2147695057
629	0.2147418429
630	0.2147084247
631	0.2146475088
632	0.2146189511
633	0.2145802949
634	0.214541136
635	0.2145187307
636	0.2144859153
637	0.2144540539
638	0.2144226703
639	0.2143999383
640	0.2143677789
641	0.2143344294
642	0.2143081312
643	0.2142827885
644	0.2142529183
645	0.214227488
646	0.2141937515
647	0.2141563691
648	0.2140789439
649	0.2140334605
650	0.214010706
651	0.213980633
652	0.213880154
653	0.2138566831
654	0.2138178776
655	0.2137844651
656	0.2137506565
657	0.2137205423
658	0.2136878764
659	0.213633022
660	0.2136118316
661	0.2135842326
662	0.2135504383
663	0.213497143
664	0.2134530919
665	0.21342913
666	0.2134054103
667	0.2133773609
668	0.2132943934
669	0.213192572
670	0.2131276366
671	0.2130979996
672	0.2130694416
673	0.2130264134
674	0.2129556069
675	0.2129213565
676	0.2128870142
677	0.2128523193
678	0.2128230165
679	0.2127766497
680	0.2127557811
681	0.2127200748
682	0.2126994533
683	0.2126730766
684	0.2126330401
685	0.2125800348
686	0.212548857
687	0.2125301165
688	0.2125110736
689	0.2124620251
690	0.2123745924
691	0.2123416031
692	0.2123139329
693	0.2122807832
694	0.2122515803
695	0.2122095208
696	0.2121892315
697	0.2121711731
698	0.2121380323
699	0.2121120953
700	0.212071605
701	0.2120217766
702	0.2119863034
703	0.2119026599
704	0.211873959
705	0.2118278771
706	0.211793065
707	0.2117472867
708	0.2117222633
709	0.2116909646
710	0.2116500661
711	0.2116330788
712	0.2115810662
713	0.2115347598
714	0.2114934827
715	0.2114463523
716	0.2114060185
717	0.2113838454
718	0.2113600607
719	0.2113239185
720	0.2112972419
721	0.2112765474
722	0.2112559765
723	0.211018341
724	0.2109855865
725	0.2108788718
726	0.2108479812
727	0.2108185882
728	0.2107676463
729	0.2106379851
730	0.2105966364
731	0.2105595226
732	0.210542003
733	0.2105020027
734	0.2104768398
735	0.2104295587
736	0.2104000147
737	0.2103138193
738	0.2102767081
739	0.2101924299
740	0.2101760991
741	0.2101461775
742	0.2101003843
743	0.2100531551
744	0.2100253302
745	0.2099905313
746	0.2099729472
747	0.2099407708
748	0.2099181894
749	0.2098894
750	0.209832039
751	0.2098065727
752	0.2097724083
753	0.2097390315
754	0.2096663989
755	0.2096339061
756	0.2096035212
757	0.2095669748
758	0.2095212981
759	0.2094849315
760	0.2094633963
761	0.2093673249
762	0.2093374543
763	0.2093026869
764	0.2092832914
765	0.2092596987
766	0.2092339067
767	0.2092015397
768	0.2091551889
769	0.2091221339
770	0.2090949096
771	0.2090535946
772	0.2090172374
773	0.2089916204
774	0.2089383978
775	0.2088904008
776	0.2088582211
777	0.2087843337
778	0.208768597
779	0.2087354842
780	0.2087046833
781	0.2086781993
782	0.2086552938
783	0.2086409275
784	0.2085971935
785	0.208568684
786	0.2085408089
787	0.2085137594
788	0.2084872878
789	0.2084551611
790	0.208420102
791	0.2083908702
792	0.2083550403
793	0.208316775
794	0.2082795552
795	0.2082417402
796	0.2082177964
797	0.2081975086
798	0.208168769
799	0.2081488404
800	0.208119413
801	0.2080966833
802	0.2080725676
803	0.2080249502
804	0.2080005612
805	0.2079688002
806	0.2079391488
807	0.2078971192
808	0.2078670224
809	0.2078370864
810	0.2078014426
811	0.2077341063
812	0.2076917481
813	0.2076507104
814	0.2076194084
815	0.2075900038
816	0.2075670177
817	0.2075264455
818	0.2074981084
819	0.2074616652
820	0.2073912902
821	0.2073552044
822	0.2073365974
823	0.2073148655
824	0.2072872589
825	0.2072718641
826	0.2072475065
827	0.2072182447
828	0.2071980617
829	0.2071638198
830	0.2071353333
831	0.2071123189
832	0.2070904149
833	0.2070727921
834	0.2070485218
835	0.2070204619
836	0.206995537
837	0.2069554746
838	0.2069358512
839	0.2069031748
840	0.2068755608
841	0.2068564304
842	0.206814129
843	0.2067952783
844	0.2067652159
845	0.2067328648
846	0.2067088289
847	0.2066815892
848	0.2066603481
849	0.2066286803
850	0.2066037095
851	0.2065696945
852	0.2065396695
853	0.2064888129
854	0.2064586618
855	0.2064422908
856	0.2064209016
857	0.2063886395
858	0.2063577304
859	0.2063207369
860	0.2063025923
861	0.2062744484
862	0.2062423162
863	0.2062218807
864	0.2061813918
865	0.2061678771
866	0.2061356436
867	0.2061128255
868	0.2060909484
869	0.2060708416
870	0.2060449446
871	0.2060205333
872	0.2059946501
873	0.205976268
874	0.2059493318
875	0.2059295884
876	0.2059045388
877	0.2057080828
878	0.2056799633
879	0.2056437484
880	0.2056171158
881	0.2055803154
882	0.2055518902
883	0.2055239062
884	0.2055042442
885	0.2054681204
886	0.2054294745
887	0.2054067952
888	0.2053741649
889	0.2053605715
890	0.2053276606
891	0.2053000619
892	0.2052574459
893	0.2052410892
894	0.2052221216
895	0.2051969578
896	0.2051686235
897	0.2051500079
898	0.2051182913
899	0.205099391
900	0.2050734342
901	0.2050518083
902	0.2050356975
903	0.2050072877
904	0.2049792981
905	0.204959856
906	0.2049297242
907	0.2049014665
908	0.204882703
909	0.2048611911
910	0.2048470897
911	0.2048177652
912	0.2047946116
913	0.2047608502
914	0.2047333369
915	0.2047113724
916	0.2046838768
917	0.2046603166
918	0.2046447661
919	0.2046307601
920	0.2046134794
921	0.2045915658
922	0.20457188
923	0.2045530754
924	0.2045366779
925	0.2045127111
926	0.2044947146
927	0.204469573
928	0.2044400178
929	0.2044086737
930	0.2043923239
931	0.204366883
932	0.2043417695
933	0.2043148306
934	0.2042880109
935	0.2042723251
936	0.2042512422
937	0.2041972582
938	0.204178254
939	0.2041495311
940	0.2041139335
941	0.2040789161
942	0.2040677787
943	0.2040270379
944	0.2040004434
945	0.2039798143
946	0.2039584684
947	0.2039261902
948	0.2039114087
949	0.2038940422
950	0.2038705428
951	0.2038522473
952	0.2038172148
953	0.2037938016
954	0.2037652711
955	0.2037015418
956	0.2036840069
957	0.2036511887
958	0.203619321
959	0.2035533239
960	0.2035355086
961	0.2035149004
962	0.2034949594
963	0.2034583459
964	0.2034280252
965	0.2034078431
966	0.2033867086
967	0.2033643792
968	0.2033425333
969	0.2033221076
970	0.2032882313
971	0.203256277
972	0.2032365175
973	0.2032206769
974	0.203197034
975	0.2030886607
976	0.2030763755
977	0.2029836089
978	0.2029696996
979	0.2029472303
980	0.2029134552
981	0.2028937738
982	0.2028641365
983	0.2028447874
984	0.20282134
985	0.202796949
986	0.202770908
987	0.2027531663
988	0.2027044664
989	0.2026576701
990	0.2026310113
991	0.2026023433
992	0.2025797324
993	0.2025613911
994	0.2025275479
995	0.2024833585
996	0.2024549927
997	0.2024279396
998	0.202409471
999	0.2023901311
1000	0.2023635981
1001	0.2023182084
1002	0.2022739228
1003	0.20225206
1004	0.202222186
1005	0.2021969255
1006	0.202167863
1007	0.202143995
1008	0.2021042725
1009	0.2020825435
1010	0.202059944
1011	0.2020361445
1012	0.2020156515
1013	0.2020047089
1014	0.2019695898
1015	0.2019391339
1016	0.2019122078
1017	0.2018805116
1018	0.2018678938
1019	0.2018451827
1020	0.2018190225
1021	0.2017966885
1022	0.2017639471
1023	0.2017208525
1024	0.2016986108
1025	0.2016836924
1026	0.2016552406
1027	0.2016315987
1028	0.2016028672
1029	0.2015754806
1030	0.2015477593
1031	0.2015190547
1032	0.2014993197
1033	0.2014750279
1034	0.2014421712
1035	0.2014160564
1036	0.2013885668
1037	0.2013483403
1038	0.2013209065
1039	0.2012985085
1040	0.2012587356
1041	0.2012263933
1042	0.2012099195
1043	0.2011735999
1044	0.2011522519
1045	0.2011200506
1046	0.2010928856
1047	0.2010714082
1048	0.2010363061
1049	0.2010030911
1050	0.2009587383
1051	0.2009387656
1052	0.2009173971
1053	0.2008981515
1054	0.2008626492
1055	0.2008343606
1056	0.2008155078
1057	0.2007892295
1058	0.2007677202
1059	0.2007432306
1060	0.2007189173
1061	0.2007010008
1062	0.2006780483
1063	0.2006272815
1064	0.20060202
1065	0.2005813121
1066	0.2005681431
1067	0.2005549212
1068	0.2005321208
1069	0.200489116
1070	0.2004645261
1071	0.2004271518
1072	0.2004206047
1073	0.2004086342
1074	0.2003790126
1075	0.200369935
1076	0.2003412969
1077	0.2003143535
1078	0.2002830696
1079	0.2002696202
1080	0.2002473398
1081	0.2002305126
1082	0.2002068711
1083	0.2001850628
1084	0.2001546295
1085	0.2001309513
1086	0.2000953217
1087	0.2000739586
1088	0.2000380466
1089	0.199996874
1090	0.1999706243
1091	0.1999405437
1092	0.1999092176
1093	0.1998886231
1094	0.1998655521
1095	0.199839589
1096	0.1998233895
1097	0.1997987538
1098	0.1997713731
1099	0.1997430145
1100	0.1997094427
1101	0.1996790797
1102	0.1996651233
1103	0.1996454318
1104	0.1996372764
1105	0.1995490541
1106	0.1995164273
1107	0.1994935695
1108	0.1994630177
1109	0.1994380597
1110	0.1994238746
1111	0.1993667866
1112	0.1993362525
1113	0.1992648131
1114	0.1992396541
1115	0.1992174039
1116	0.1992021061
1117	0.1991762852
1118	0.1991289958
1119	0.1990809384
1120	0.1990601145
1121	0.1990336127
1122	0.1989990808
1123	0.1989818404
1124	0.1989568043
1125	0.198851771
1126	0.1988385456
1127	0.1988154411
1128	0.1987948656
1129	0.1986681163
1130	0.198630448
1131	0.1986059422
1132	0.1985855371
1133	0.1985625192
1134	0.1985395487
1135	0.1985188505
1136	0.198491078
1137	0.1984659418
1138	0.1984453804
1139	0.1983710913
1140	0.198345982
1141	0.1983266388
1142	0.1983110453
1143	0.1982944318
1144	0.1982688371
1145	0.1982654942
1146	0.1982256893
1147	0.1982072397
1148	0.1981758404
1149	0.1981339866
1150	0.1981026701
1151	0.198071971
1152	0.1980279774
1153	0.1980124071
1154	0.1979909721
1155	0.1979604963
1156	0.1979384925
1157	0.1979120033
1158	0.1978958142
1159	0.1978678702
1160	0.1978322525
1161	0.1978160121
1162	0.197798432
1163	0.1977829565
1164	0.1977690179
1165	0.1977499424
1166	0.1977235802
1167	0.1976988497
1168	0.1976924743
1169	0.1976629998
1170	0.1975146702
1171	0.1974891474
1172	0.1974660263
1173	0.1974416284
1174	0.1974088395
1175	0.1973411216
1176	0.1973259997
1177	0.1973091179
1178	0.1972772158
1179	0.1972560281
1180	0.1972365752
1181	0.1972270618
1182	0.197148366
1183	0.1971236506
1184	0.1970864303
1185	0.1970632548
1186	0.197034679
1187	0.1969054478
1188	0.1968587561
1189	0.1968432625
1190	0.1968206167
1191	0.1968031025
1192	0.1967787011
1193	0.196755621
1194	0.1967339032
1195	0.1967197312
1196	0.1966822821
1197	0.1966650037
1198	0.1966453156
1199	0.1966141245
1200	0.1965985323
1201	0.1965676396
1202	0.1965437121
1203	0.1965262845
1204	0.1965194706
1205	0.1965006713
1206	0.1964856393
1207	0.1964626904
1208	0.1964416831
1209	0.1964334665
1210	0.1964019323
1211	0.1963780249
1212	0.1963634105
1213	0.1963220194
1214	0.1963032908
1215	0.1962763544
1216	0.1962718746
1217	0.1962597011
1218	0.1962343561
1219	0.1962168039
1220	0.1961677496
1221	0.1961413909
1222	0.1961107938
1223	0.1960887181
1224	0.1960586486
1225	0.1960391567
1226	0.1960133859
1227	0.195992858
1228	0.1959781187
1229	0.1959411513
1230	0.1959122262
1231	0.1958932431
1232	0.1958630606
1233	0.1958380254
1234	0.1957973087
1235	0.1957820931
1236	0.1957665553
1237	0.1957394687
1238	0.1957177196
1239	0.1956998439
1240	0.1956598683
1241	0.1956346081
1242	0.1956137756
1243	0.1955941787
1244	0.1955724208
1245	0.1955480315
1246	0.1955326059
1247	0.1955134579
1248	0.1954897526
1249	0.195471735
1250	0.1954587141
1251	0.195390519
1252	0.1953589089
1253	0.1953364411
1254	0.1953230676
1255	0.1953139877
1256	0.1952789258
1257	0.195257465
1258	0.1952375895
1259	0.195221183
1260	0.1952086107
1261	0.1951908373
1262	0.1951764513
1263	0.1951604023
1264	0.1951413337
1265	0.1951288435
1266	0.195107307
1267	0.1950814942
1268	0.1950605016
1269	0.1950435478
1270	0.1950167129
1271	0.1949975948
1272	0.1949674986
1273	0.1949469253
1274	0.1949245983
1275	0.1948957364
1276	0.1948704898
1277	0.1948582084
1278	0.194839489
1279	0.1948133458
1280	0.1947758747
1281	0.194748321
1282	0.1947240593
1283	0.1947049308
1284	0.1946751281
1285	0.1946485736
1286	0.1946302871
1287	0.1946025053
1288	0.1945847488
1289	0.1945658569
1290	0.1945373792
1291	0.1945164159
1292	0.1944956826
1293	0.1944598546
1294	0.1944403284
1295	0.1944253105
1296	0.1944069133
1297	0.1943811806
1298	0.1943242666
1299	0.1943011271
1300	0.1942842677
1301	0.1942707964
1302	0.1942538616
1303	0.1942352493
1304	0.1942111736
1305	0.1941869196
1306	0.1941620573
1307	0.1941482825
1308	0.1941301007
1309	0.1941141452
1310	0.1940979357
1311	0.1940808123
1312	0.1940648808
1313	0.1940386747
1314	0.1940074593
1315	0.1939724678
1316	0.1939551608
1317	0.1939226152
1318	0.1939106373
1319	0.1938907673
1320	0.1938754311
1321	0.1938415955
1322	0.1938184442
1323	0.1937974051
1324	0.1937770416
1325	0.1937548233
1326	0.1937407598
1327	0.193724646
1328	0.1937099785
1329	0.1936881781
1330	0.1936713622
1331	0.1936469223
1332	0.193628233
1333	0.1936074359
1334	0.193584039
1335	0.1935740489
1336	0.1935457464
1337	0.1935324897
1338	0.1935122727
1339	0.1934949887
1340	0.1934755509
1341	0.193458239
1342	0.1934381516
1343	0.1934157104
1344	0.1934004733
1345	0.1933763255
1346	0.1933618753
1347	0.1933343874
1348	0.1932987237
1349	0.19327562
1350	0.1932540076
1351	0.193234433
1352	0.193213608
1353	0.193187747
1354	0.1931569053
1355	0.1931399753
1356	0.1931188209
1357	0.1930909121
1358	0.1930753649
1359	0.1930441482
1360	0.1930258227
1361	0.1929973655
1362	0.1929738643
1363	0.1929558694
1364	0.1929318237
1365	0.1929108908
1366	0.1928915882
1367	0.1928730904
1368	0.1928395429
1369	0.1928212097
1370	0.192808903
1371	0.1927876672
1372	0.1927409045
1373	0.1927269523
1374	0.1926979315
1375	0.1926757375
1376	0.1926424762
1377	0.1926224511
1378	0.1925976306
1379	0.1925807014
1380	0.1925583867
1381	0.1925031102
1382	0.1924855128
1383	0.1924285819
1384	0.1924050592
1385	0.1923855786
1386	0.1923526989
1387	0.1923343263
1388	0.1923168896
1389	0.1923000436
1390	0.1922818878
1391	0.1922690226
1392	0.1922353525
1393	0.1922034518
1394	0.1921814957
1395	0.1921684493
1396	0.1921491402
1397	0.1921384876
1398	0.192128543
1399	0.1921038191
1400	0.1920830977
1401	0.192056322
1402	0.1920391923
1403	0.1919884821
1404	0.1919698136
1405	0.1919597292
1406	0.1919416328
1407	0.191928719
1408	0.1919046183
1409	0.1918903413
1410	0.1918685418
1411	0.1918396958
1412	0.1918194514
1413	0.1918020371
1414	0.1917856128
1415	0.1917552641
1416	0.1917322194
1417	0.1917049775
1418	0.1916545535
1419	0.1916383452
1420	0.1916200222
1421	0.1915968624
1422	0.1915814812
1423	0.1915576652
1424	0.1915434684
1425	0.1915246136
1426	0.1914907784
1427	0.1914561744
1428	0.1914375402
1429	0.1914182669
1430	0.1914033106
1431	0.1913882457
1432	0.191370899
1433	0.1913522886
1434	0.1913357747
1435	0.19131441
1436	0.191295605
1437	0.191278325
1438	0.1912362722
1439	0.1912111874
1440	0.1911752138
1441	0.1911665364
1442	0.1911448247
1443	0.1911136229
1444	0.1910971551
1445	0.1910843129
1446	0.191066242
1447	0.1910450344
1448	0.1910232828
1449	0.1910029039
1450	0.1909834573
1451	0.1909621984
1452	0.1909421127
1453	0.1909279468
1454	0.1909054685
1455	0.1908751361
1456	0.1908535724
1457	0.1908360061
1458	0.1908043277
1459	0.1907649358
1460	0.1907475617
1461	0.190724915
1462	0.1907031059
1463	0.1906791956
1464	0.1906633972
1465	0.1906364188
1466	0.1906116463
1467	0.1905756666
1468	0.1905609409
1469	0.1905353342
1470	0.1905176715
1471	0.19050114
1472	0.1904777432
1473	0.1904651663
1474	0.1904448942
1475	0.1904219162
1476	0.1904168287
1477	0.1903940321
1478	0.190376134
1479	0.1903658584
1480	0.1903517951
1481	0.1903342673
1482	0.190318403
1483	0.1903011516
1484	0.1902876835
1485	0.1902727881
1486	0.190260878
1487	0.1902423251
1488	0.1902201711
1489	0.1902006116
1490	0.1901824655
1491	0.1901654545
1492	0.19014321
1493	0.19011915
1494	0.1900745554
1495	0.1900459387
1496	0.1900254531
1497	0.1900052965
1498	0.1899818778
1499	0.1899619768
1500	0.1899393467
1501	0.1899182664
1502	0.1899042821
1503	0.1898904368
1504	0.1898714668
1505	0.1898551907
1506	0.1898378167
1507	0.189819039
1508	0.189802849
1509	0.1897817417
1510	0.1897633678
1511	0.1897437869
